catchment_id,downstream_id,basin_id,longitude,latitude,upstream_area_km2,is_river_mouth,flow_status_row,flow_status_col,point_flow_status,nearest_water_distance_km,match_class
5348307,5350107,53208,117.1995849609375,39.286251068115234,47438.757888,0,2510,5721,1,0.3367990320553376,on intermittent
5368167,5369968,53208,118.27291870117188,33.19708251953125,148276.903936,0,3248,5851,2,0.3599301057051279,on perennial
5346514,5350114,53208,117.10124969482422,38.590415954589844,46114.16064,0,2595,5709,0,0.5815353572109845,near water
5373498,5375298,53208,118.60624694824219,40.13291549682617,37953.961984,0,2408,5891,2,0.3576423987659879,on perennial
5330411,5332210,53208,116.18208312988281,28.937915802001953,81975.959552,0,3765,5597,1,0.45094341902249674,on intermittent
4952354,4954155,53208,95.15458679199219,34.50041580200195,105885.2864,0,3090,3049,1,0.47830758265481405,on intermittent
5035162,5036961,53208,99.81208038330078,33.77375030517578,47926.358016,0,3178,3613,1,0.4082873077730997,on intermittent
5045987,5044187,53208,100.28375244140625,31.24625015258789,35729.289216,0,3485,3670,2,0.27121988576214645,on perennial
5080201,5080202,53208,102.2195816040039,29.790416717529297,59139.940352,0,3661,3905,0,0.7603016509804793,near water
5146783,5146784,53208,105.95625305175781,31.60041618347168,62880.93184,0,3442,4358,2,0.1740306875829214,on perennial
5206155,5206154,53208,109.28624725341797,34.49958419799805,97476.632576,0,3090,4761,1,0.550990845034303,on intermittent
5190015,5191816,53208,108.41458129882812,28.43541717529297,52072.28416,0,3826,4656,0,0.4916333543915608,near water
5227771,5229571,53208,110.49958038330078,32.8095817565918,60745.248768,0,3295,4909,2,0.4535795763497804,on perennial
5222417,5224217,53208,110.20291900634766,28.27541732788086,58787.733504,0,3845,4873,2,0.3497172195703549,on perennial
5267412,5267411,53208,112.6370849609375,28.819583892822266,28413.80864,0,3779,5168,2,0.3005329029437216,on perennial
5229546,5227747,53208,110.50041961669922,35.367916107177734,39727.792128,0,2985,4909,0,2.8291512184962113,near water
5272819,5272818,53208,112.93208312988281,28.09958267211914,83175.088128,0,3866,5203,2,0.37248095944613674,on perennial
5350107,5351907,53208,117.36958312988281,39.27958297729492,47603.867648,0,2511,5741,2,0.1993855357305383,on perennial
5369968,5371768,53208,118.40208435058594,33.18541717529297,148615.610368,0,3250,5866,2,0.3939591491537195,on perennial
5350114,5353713,53208,117.36958312988281,38.62041473388672,46150.79936,0,2591,5741,1,0.19452146908841977,on intermittent
5375298,5375299,53208,118.62374877929688,40.097084045410156,38081.077248,0,2412,5893,0,1.2711911370598576,near water
5332210,5332209,53208,116.22041320800781,29.070417404174805,82228.92032,0,3749,5602,1,0.42219875558452274,on intermittent
4954155,4955955,53208,95.3062515258789,34.47458267211914,106097.901568,0,3093,3067,2,0.4531056292649643,on perennial
5036961,5036962,53208,99.8429183959961,33.757083892822266,48032.243712,0,3180,3617,1,0.44253690145921165,on intermittent
5044187,5045988,53208,100.30208587646484,31.16208267211914,35980.783616,0,3495,3672,2,0.37690827116392006,on perennial
5080202,5080203,53208,102.194580078125,29.679582595825195,59352.838144,0,3675,3902,0,0.7477916861186259,near water
5146784,5148583,53208,106.01708221435547,31.606250762939453,63716.29056,0,3441,4365,2,0.2224613810930556,on perennial
5206154,5207954,53208,109.2995834350586,34.54458236694336,97722.056704,0,3085,4763,1,0.06505831396222178,on intermittent
5191816,5191815,53208,108.40291595458984,28.463748931884766,52213.49376,0,3822,4654,2,0.3291481759128033,on perennial
5229571,5231372,53208,110.5995864868164,32.81041717529297,61278.826496,0,3295,4921,2,0.3224520224419561,on perennial
5224217,5226016,53208,110.26457977294922,28.299583435058594,59097.100288,0,3842,4880,2,0.050195772653832765,on perennial
5227747,5227746,53208,110.39458465576172,35.292083740234375,39792.836608,0,2994,4896,1,0.3917637767764612,on intermittent
5272818,5272817,53208,112.96125030517578,28.199583053588867,84064.034816,0,3854,5207,2,0.10724878241904465,on perennial
