catchment_id,downstream_id,basin_id,longitude,latitude,upstream_area_km2,hyriv_id,distance_m,nearest_distance_m,second_distance_m,downstream_support,upstream_support,match_status
5463449,5465250,53394,123.62625122070312,44.96708297729492,13048.721408,,,,,0,0,no_candidate
5463462,5463463,53394,123.51625061035156,43.67708206176758,48376.184832,40235532.0,10123.555668158313,10123.555668158313,10677.967044506988,1,1,ambiguous
5463463,5463465,53394,123.50875091552734,43.60041809082031,48533.307392,40235532.0,2139.211404476767,2139.211404476767,2139.211404476767,1,1,ambiguous
5463465,5465266,53394,123.62958526611328,43.34458160400391,130437.464064,40247744.0,109.49810886487302,109.49810886487302,5596.295852724296,1,1,candidate
5463467,5463468,53394,123.54875183105467,43.19791793823242,134139.82208,40249363.0,54.710922046874124,54.710922046874124,616.1960011034445,1,1,candidate
5463468,5463469,53394,123.5320816040039,43.10041809082031,135783.09632,40252742.0,67.69926375908814,67.69926375908814,286.0226307347847,1,1,candidate
5463469,5463470,53394,123.54624938964844,42.98291778564453,135921.328128,40257181.0,1095.7876464116575,1095.7876464116575,1587.0816409144074,1,1,candidate
5463470,5463472,53394,123.5995864868164,42.83041763305664,147204.538368,40266511.0,439.15528399435044,439.15528399435044,6741.38862631986,1,1,candidate
5463472,5463473,53394,123.57624816894533,42.700416564941406,149744.27136,40267485.0,973.5268798608041,973.5268798608041,1153.8011909019554,1,1,ambiguous
5463473,5465273,53394,123.65958404541016,42.626251220703125,149847.932928,40269540.0,1035.857045341361,1035.857045341361,1035.857045341361,1,1,ambiguous
5463477,5461678,53394,123.45957946777344,42.17625045776367,165412.831232,40284858.0,0.28332994175005555,0.28332994175005555,2981.5123701208336,1,1,candidate
5465164,5466965,53394,123.68624877929688,53.50041580200195,395707.121664,40013612.0,47.61844327952045,47.61844327952045,193.62893095848017,1,1,candidate
5465166,5466967,53394,123.69125366210938,53.3004150390625,14082.368512,,,,,0,0,no_candidate
5465208,5467009,53394,123.6995849609375,49.12125015258789,17575.677952,40075938.0,0.08470862371271821,0.08470862371271821,776.0299741632259,1,1,candidate
5465228,5465229,53394,123.61624908447266,47.0745849609375,124052.733952,40123017.0,480.23882384650983,480.23882384650983,1196.9083660250185,1,1,candidate
5465229,5463429,53394,123.60041809082033,47.01874923706055,124971.098112,40124430.0,157.0308219792244,157.0308219792244,2877.869695609145,1,1,candidate
5465231,5465232,53394,123.58875274658205,46.81291580200195,144874.913792,40129487.0,185.3748019448095,185.3748019448095,2675.126728767111,1,1,candidate
5465232,5467032,53394,123.73625183105467,46.76374816894531,162436.825088,40131691.0,262.30194356229043,262.30194356229043,393.2077726600557,1,1,candidate
5465240,5465241,53394,123.6545867919922,45.8537483215332,10423.862272,40163005.0,14392.318897031484,14392.318897031484,14541.569884119956,1,0,ambiguous
5465241,5467041,53394,123.6995849609375,45.8345832824707,10711.213056,40163005.0,11544.264090987688,11544.264090987688,12779.759173085738,1,1,ambiguous
5465242,5467042,53394,123.75291442871094,45.73875045776367,31425.462272,40163005.0,833.6469355190076,833.6469355190076,1765.9711888461525,1,1,candidate
5465247,5467047,53394,123.6995849609375,45.26874923706055,15999.181824,,,,,0,0,no_candidate
5465248,5465247,53394,123.7129135131836,45.22458267211914,15855.532032,,,,,0,0,no_candidate
